Activity,Injury,Fatal,Species,Age,Age_group,,,,,,
diving,"Recovered, said to involve a 1m nurse shark",unknown,other,,Unknown,,,,,,
surfing,,unknown,other,,Unknown,,,,,,
surfing,Right ankle & foot bitten,non-fatal,other,22,Young Adult,,,,,,
fishing,No injury,unknown,other,32,Young Adult,,,,,,
swimming,"FATAL, presumed taken by a shark, body not recovered",fatal,other,59,Adult,,,,,,
swimming,FATAL,fatal,other,,Unknown,,,,,,
swimming,Arm & leg bitten,non-fatal,other,17,Teen,,,,,,
boating,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,unknown,other,,Unknown,,,,,,
diving,"No details, listed as PROVOKED INCIDENT",unknown,other,,Unknown,,,,,,
fishing,Survived,non-fatal,other,,Unknown,,,,,,
fishing,FATAL,fatal,other,,Unknown,,,,,,
fishing,FATAL,fatal,other,23,Young Adult,,,,,,
fishing,Minor injuries to face & forearm,non-fatal,other,,Unknown,,,,,,
fishing,"FATAL, ""bitten in two""",fatal,white shark,23,Young Adult,,,,,,
diving,"Disappeared, no trace of men or equipment, shark attack considered",unknown,other,,Unknown,,,,,,
fishing,Shark grasped thigh,non-fatal,other,15,Teen,,,,,,
snorkeling,Foot lacerated,non-fatal,other,20,Young Adult,,,,,,
fishing,FATAL,fatal,other,36,Adult,,,,,,
surfing,Incident not confirmed,unknown,other,18,Teen,,,,,,
fishing,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",non-fatal,other,26,Young Adult,,,,,,
fishing,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",non-fatal,white shark,,Unknown,,,,,,
other,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,non-fatal,whaler shark,30,Young Adult,,,,,,
fishing,Tooth knocked out by hooked shark PROVOKED INCIDENT,non-fatal,other,60,Adult,,,,,,
fishing,"Punctures in right buttock & thigh, abrasion on right forearm",non-fatal,white shark,32,Young Adult,,,,,,
fishing,Speared shark lacerated his arm PROVOKED INCIDENT,non-fatal,other,36,Adult,,,,,,
other,"FATAL, seen taken by a shark ",fatal,white shark,21,Young Adult,,,,,,
swimming,FATAL,fatal,other,,Unknown,,,,,,
fishing,"Holed & sank boat, 1 man flung into water but ignored by the shark",non-fatal,white shark,,Unknown,,,,,,
fishing,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",non-fatal,tiger shark,,Unknown,,,,,,
swimming,Right leg severely lacerated,non-fatal,other,31,Young Adult,,,,,,
fishing,"6"" laceration to left forearm ",non-fatal,other,30,Young Adult,,,,,,
fishing,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,non-fatal,other,29,Young Adult,,,,,,
fishing,Right hand lacerated,non-fatal,other,19,Young Adult,,,,,,
wading,Thigh bitten,non-fatal,other,39,Adult,,,,,,
fishing,Right leg bitten,non-fatal,other,29,Young Adult,,,,,,
swimming,FATAL,fatal,other,13,Teen,,,,,,
other,Shoulder lacerated,non-fatal,whaler shark,32,Young Adult,,,,,,
fishing,Left elbow or hand bitten PROVOKED INCIDENT,non-fatal,other,20,Young Adult,,,,,,
fishing," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",unknown,other,,Unknown,,,,,,
fishing,Involved a speared shark but no other details PROVOKED INCIDENT,unknown,other,,Unknown,,,,,,
fishing,No injury,non-fatal,mako shark,43,Adult,,,,,,
fishing,Abdomen abraded when he seized shark PROVOKED INCIDENT,non-fatal,other,14,Teen,,,,,,
snorkeling,"Survived, no details",non-fatal,other,18,Teen,,,,,,
swimming,FATAL,fatal,other,13,Teen,,,,,,
swimming,FATAL,fatal,white shark,33,Young Adult,,,,,,
fishing,"No attack, no injury, shark took speared fish & approached diver closely ",unknown,other,26,Young Adult,,,,,,
wading,"No injury, mother lifted him from the water",non-fatal,other,8,Child,,,,,,
other,Dorsum of right foot grazed,non-fatal,tiger shark,16,Teen,,,,,,
fishing,Lacerations to right foot,non-fatal,other,14,Teen,,,,,,
swimming,"FATAL, left leg severed",fatal,other,20,Young Adult,,,,,,
swimming,FATAL,fatal,other,25,Young Adult,,,,,,
fishing,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,non-fatal,hammerhead,18,Teen,,,,,,
swimming,Punctures on  thigh & buttock,non-fatal,other,18,Teen,,,,,,
fishing,Arm lacerated by netted shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
fishing,Foot bitten,non-fatal,other,,Unknown,,,,,,
other,"FATAL, other human remains bitten by sharks, 13 people missing",fatal,white shark,38,Adult,,,,,,
fishing,"White shark, 3.7 m [12']  made threat display. No injury, no attack",unknown,other,24,Young Adult,,,,,,
swimming,Foot lacerated,non-fatal,other,25,Young Adult,,,,,,
fishing,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",non-fatal,white shark,,Unknown,,,,,,
boating,FATAL,fatal,other,,Unknown,,,,,,
other,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",non-fatal,white shark,13,Teen,,,,,,
surfing,"Hand, arm & thigh bitten",non-fatal,white shark,29,Young Adult,,,,,,
fishing,Buttocks bitten,non-fatal,other,30,Young Adult,,,,,,
surfing,Lower legs bitten,non-fatal,other,15,Teen,,,,,,
surfing,"FATAL, left leg bitten thigh to calf  ",fatal,other,15,Teen,,,,,,
swimming,Thigh gashed,non-fatal,hammerhead,35,Young Adult,,,,,,
fishing,Thigh & swim fin bitten,non-fatal,other,40,Adult,,,,,,
other,No injury,non-fatal,reef shark,,Unknown,,,,,,
fishing,No injury to occupants. Shark  gouged planks of boat,non-fatal,other,,Unknown,,,,,,
fishing,FATAL PROVOKED INCIDENT,fatal,other,43,Adult,,,,,,
surfing,Puncture wounds to right thigh,non-fatal,other,24,Young Adult,,,,,,
boating,Survived,non-fatal,other,39,Adult,,,,,,
fishing,FATAL,fatal,other,15,Teen,,,,,,
wading,Toe severed,non-fatal,other,27,Young Adult,,,,,,
fishing,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",non-fatal,other,,Unknown,,,,,,
fishing,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
swimming,Right thigh lacerated,non-fatal,other,15,Teen,,,,,,
wading,Parallel lacerations on right calf. Thought to be a barracuda bite ,unknown,other,6,Child,,,,,,
swimming,"Right forearm severed, right leg bitten and surgically amputated",non-fatal,other,38,Adult,,,,,,
fishing,Minor injury,non-fatal,other,,Unknown,,,,,,
swimming,"FATAL, left leg & right arm severed ",fatal,other,,Unknown,,,,,,
swimming,"FATAL, left arm & right leg severed ",fatal,other,,Unknown,,,,,,
diving,Minor injury,non-fatal,other,,Unknown,,,,,,
swimming,"Right arm severed, right leg bitten, not known if he survived",non-fatal,other,35,Young Adult,,,,,,
other,"Thighs abraded, puncture wounds in dorsal surface of left hand",non-fatal,bull shark,49,Adult,,,,,,
surfing,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,unknown,other,19,Young Adult,,,,,,
fishing,Left hand severely lacerated,non-fatal,white shark,28,Young Adult,,,,,,
other,Right leg bitten,non-fatal,tiger shark,8,Child,,,,,,
surfing,Left hand punctured & lacerated,non-fatal,other,17,Teen,,,,,,
other,Survived,non-fatal,mako shark,16,Teen,,,,,,
boating,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",unknown,other,21,Young Adult,,,,,,
other,"No injury, ski bitten",non-fatal,white shark,22,Young Adult,,,,,,
surfing,Right thigh punctured,non-fatal,other,20,Young Adult,,,,,,
swimming,Thigh gashed,non-fatal,other,,Unknown,,,,,,
other,FATAL,fatal,whaler shark,30,Young Adult,,,,,,
surfing,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
other,Leg bitten three times,non-fatal,white shark,,Unknown,,,,,,
fishing,Ankle and thigh bitten; shark made three strikes,non-fatal,mako shark,,Unknown,,,,,,
swimming,"Hand, ankle & calf lacerated",non-fatal,other,19,Young Adult,,,,,,
fishing,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",non-fatal,other,,Unknown,,,,,,
swimming,Survived,non-fatal,other,28,Young Adult,,,,,,
fishing,FATAL,fatal,other,10,Child,,,,,,
other,Left leg severed,non-fatal,white shark,25,Young Adult,,,,,,
swimming,FATAL,fatal,other,29,Young Adult,,,,,,
other,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",non-fatal,white shark,25,Young Adult,,,,,,
fishing,"No injury to occupant, shark bit propeller of outboard motor",non-fatal,mako shark,,Unknown,,,,,,
surfing,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
boating,"No injury to occupants, drove sharks away with paddles",unknown,other,,Unknown,,,,,,
surfing,Abrasions & 11 teethmarks on right lower leg,non-fatal,other,19,Young Adult,,,,,,
fishing,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",unknown,other,24,Young Adult,,,,,,
swimming,FATAL,fatal,other,32,Young Adult,,,,,,
swimming,Right thigh &  elbow bitten,non-fatal,other,20,Young Adult,,,,,,
swimming,Bruised & abraded ankle,non-fatal,other,14,Teen,,,,,,
fishing,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,unknown,other,18,Teen,,,,,,
swimming,"No injury,  bumped repeatedly",non-fatal,other,,Unknown,,,,,,
fishing,"No injury, shark hit scuba tank",non-fatal,hammerhead,28,Young Adult,,,,,,
swimming,"Leg bitten, surgically amputated",non-fatal,other,12,Child,,,,,,
fishing,Foot lacerated,non-fatal,other,21,Young Adult,,,,,,
fishing,FATAL,fatal,other,52,Adult,,,,,,
other,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",non-fatal,white shark,,Unknown,,,,,,
fishing,"FATAL, leg severed ",fatal,other,,Unknown,,,,,,
swimming,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",unknown,other,29,Young Adult,,,,,,
fishing,"No injury to occupants, shark crashed through windshield of boat",non-fatal,other,,Unknown,,,,,,
fishing,"No injury to occupant, shark lifted canoe's outrigger",non-fatal,other,,Unknown,,,,,,
fishing,Buttocks bitten,non-fatal,other,23,Young Adult,,,,,,
swimming,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",unknown,other,40,Adult,,,,,,
fishing,"FATAL, buttocks, lower abdomen & genitalia removed  ",fatal,tiger shark,35,Young Adult,,,,,,
fishing,FATAL,fatal,other,,Unknown,,,,,,
surfing,Left thigh lacerated,non-fatal,other,19,Young Adult,,,,,,
fishing,Hooked shark bit boat PROVOKED INCIDENT,non-fatal,tiger shark,,Unknown,,,,,,
fishing,"FATAL, thigh and abdomen bitten ",fatal,other,17,Teen,,,,,,
fishing,"No injury to diver, shark bit speargun",non-fatal,white shark,26,Young Adult,,,,,,
other,Right ankle lacerated,non-fatal,white shark,25,Young Adult,,,,,,
swimming,"FATAL, both legs bitten & right leg severed at knee ",fatal,white shark,19,Young Adult,,,,,,
swimming,Body not recovered  / May have drowned prior to shark involvement,unknown,other,23,Young Adult,,,,,,
other,No injury,non-fatal,hammerhead,12,Child,,,,,,
swimming,"FATAL, right arm & left thigh bitten ",fatal,other,,Unknown,,,,,,
fishing,FATAL,fatal,other,,Unknown,,,,,,
surfing,Heel & ankle bitten,non-fatal,other,39,Adult,,,,,,
other,"No injury to occupants, shark holed  boat",non-fatal,white shark,,Unknown,,,,,,
surfing,Leg & thigh bitten,non-fatal,white shark,21,Young Adult,,,,,,
fishing,FATAL,fatal,tiger shark,,Unknown,,,,,,
swimming,Deep lacerations to her right thigh,non-fatal,other,20,Young Adult,,,,,,
snorkeling,No injury,unknown,other,,Unknown,,,,,,
swimming,"Lower leg bitten & foot severed, leg surgically amputated below knee",non-fatal,other,24,Young Adult,,,,,,
boating,"No injury, shark's tail struck his armpit",non-fatal,other,,Unknown,,,,,,
swimming,"FATAL, shoulders, arms, abdomen & foot bitten  ",fatal,other,18,Teen,,,,,,
fishing,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
fishing,Foot lacerated,non-fatal,white shark,,Unknown,,,,,,
surfing,"FATAL, arm severed, leg bitten",fatal,other,15,Teen,,,,,,
fishing,Torso & hand lacerated,non-fatal,white shark,23,Young Adult,,,,,,
fishing,"FATAL, leg severely bitten",fatal,tiger shark,22,Young Adult,,,,,,
fishing,Left arm lacerated  PROVOKED INCIDENT,non-fatal,tiger shark,18,Teen,,,,,,
fishing,Elbow bitten,non-fatal,tiger shark,21,Young Adult,,,,,,
fishing,Ankle & foot bitten,non-fatal,other,25,Young Adult,,,,,,
fishing,No injury,non-fatal,other,28,Young Adult,,,,,,
other,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",non-fatal,white shark,,Unknown,,,,,,
wading,Thigh lacerated ,non-fatal,other,,Unknown,,,,,,
fishing,Left calf lacerated,non-fatal,other,35,Young Adult,,,,,,
surfing,"Right thigh &  foot bruised, right calf  lacerated",non-fatal,other,28,Young Adult,,,,,,
fishing,"Right hand lacerated, PROVOKED INCIDENT",non-fatal,other,20,Young Adult,,,,,,
fishing,FATAL,fatal,white shark,,Unknown,,,,,,
fishing,Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,unknown,other,25,Young Adult,,,,,,
fishing,"FATAL, right thigh, calf & foot bitten ",fatal,other,30,Young Adult,,,,,,
surfing,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",non-fatal,other,18,Teen,,,,,,
fishing,Minor injury to left forearm  PROVOKED INCIDENT,non-fatal,other,16,Teen,,,,,,
swimming,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",fatal,other,,Unknown,,,,,,
fishing,Upper left arm bitten,non-fatal,tiger shark,26,Young Adult,,,,,,
fishing,"Cuts on right hand, PROVOKED INCIDENT",non-fatal,other,24,Young Adult,,,,,,
fishing,No survivors & a body sighted could not be recovered because of sharks,fatal,other,,Unknown,,,,,,
swimming,FATAL,fatal,white shark,42,Adult,,,,,,
fishing,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",non-fatal,other,30,Young Adult,,,,,,
swimming,3 lacerations below right knee,unknown,other,,Unknown,,,,,,
boating,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks. Survivors were rescued after spending 3 days in the water.",fatal,other,,Unknown,,,,,,
fishing,Foot lacerated by netted shark PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
swimming,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",fatal,other,25,Young Adult,,,,,,
swimming,Buttock bitten,non-fatal,other,15,Teen,,,,,,
surfing,Arm bitten,non-fatal,other,25,Young Adult,,,,,,
surfing,Left foot & leg bitten,non-fatal,other,15,Teen,,,,,,
swimming,Right shoulder bitten,non-fatal,other,,Unknown,,,,,,
fishing,Left leg lacerated,non-fatal,whaler shark,18,Teen,,,,,,
fishing,Left arm bitten,non-fatal,white shark,28,Young Adult,,,,,,
wading,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",fatal,bull shark,32,Young Adult,,,,,,
swimming,"9' shark in area when he disappeared, body not recovered",unknown,other,25,Young Adult,,,,,,
fishing,"No injury to occupant, shark leapt inside boat",non-fatal,other,,Unknown,,,,,,
fishing,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,non-fatal,other,14,Teen,,,,,,
fishing,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
fishing,Lacerations & punctures on left  forearm,non-fatal,other,27,Young Adult,,,,,,
fishing,Lacerations to right  arm,non-fatal,other,24,Young Adult,,,,,,
fishing,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,non-fatal,white shark,,Unknown,,,,,,
fishing,Fatal,fatal,other,,Unknown,,,,,,
fishing,"FATAL, right leg bitten thigh to calf  ",fatal,white shark,16,Teen,,,,,,
fishing,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",non-fatal,other,,Unknown,,,,,,
fishing,"No injury, shark bit spear & dragged diver 90'",non-fatal,other,26,Young Adult,,,,,,
surfing,"Arm, hand, buttock, leg and thigh bitten",non-fatal,white shark,24,Young Adult,,,,,,
fishing,No injury to occupants. Shark rammed boat as they were pulling in a flathead,non-fatal,whaler shark,,Unknown,,,,,,
fishing,Arm lacerated (minor injury),non-fatal,other,30,Young Adult,,,,,,
wading,"FATAL, both legs bitten  ",fatal,other,32,Young Adult,,,,,,
fishing,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,unknown,other,43,Adult,,,,,,
fishing,Left thigh & hand & speargun bitten,non-fatal,other,24,Young Adult,,,,,,
swimming,"Left arm severely bitten, surgically amputated",non-fatal,other,20,Young Adult,,,,,,
diving,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",fatal,other,29,Young Adult,,,,,,
fishing,"FATAL, multiple injuries to both legs  ",fatal,white shark,28,Young Adult,,,,,,
fishing,"Details unknown, possibly a PROVOKED INCIDENT",unknown,other,,Unknown,,,,,,
fishing,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,non-fatal,other,49,Adult,,,,,,
fishing,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",non-fatal,other,,Unknown,,,,,,
surfing,"FATAL, lower right leg bitten",fatal,other,40,Adult,,,,,,
fishing,"FATAL, right thigh severely bitten, right ankle lacerated ",fatal,other,,Unknown,,,,,,
diving,No injury,non-fatal,white shark,,Unknown,,,,,,
fishing,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",non-fatal,other,19,Young Adult,,,,,,
surfing,"Cuts on fingers, hand & wrist",non-fatal,other,41,Adult,,,,,,
diving,Laceration on hand,non-fatal,other,13,Teen,,,,,,
other,"FATAL, chest & leg bitten ",fatal,whaler shark,,Unknown,,,,,,
fishing,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",non-fatal,other,,Unknown,,,,,,
fishing,"No injury, sharks rammed boat and bit outboard motor",non-fatal,other,,Unknown,,,,,,
fishing,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",non-fatal,whaler shark,,Unknown,,,,,,
swimming,"Leg bitten, surgically amputated at knee",non-fatal,other,16,Teen,,,,,,
wading,Left ankle & foot bitten,non-fatal,other,13,Teen,,,,,,
fishing,Hooked shark bit boat PROVOKED INCIDENT,non-fatal,other,,Unknown,,,,,,
fishing,No injury to occupants. Shark holed boat & they swam 200 yards to shore,non-fatal,whaler shark,,Unknown,,,,,,
swimming,"FATAL, calf bitten, other leg severed below knee",fatal,whaler shark,10,Child,,,,,,
swimming,Torso lacerated,non-fatal,other,,Unknown,,,,,,
swimming,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",non-fatal,other,15,Teen,,,,,,
fishing,Middle finger of right hand lacerated,non-fatal,other,,Unknown,,,,,,
